NC_031967.2	4671	7018	+	1
NC_031967.2	7193	7867	+	1
NC_031967.2	34008	35124	+	3
NC_031967.2	34201	35124	+	3
NC_031967.2	34592	35124	+	3
NC_031967.2	35261	36990	+	3
NC_031967.2	37068	37183	+	3
NC_031967.2	39012	41892	+	4
NC_031967.2	44233	50642	+	5
NC_031967.2	50808	67060	+	5
NC_031967.2	63328	63424	-	6
NC_031967.2	63920	64035	-	6
NC_031967.2	76020	78752	+	7
NC_031967.2	76810	78752	+	7
NC_031967.2	78825	79382	+	7
NC_031967.2	78825	84193	+	7
NC_031967.2	79458	79888	+	7
NC_031967.2	80044	80286	+	7
NC_031967.2	80380	81972	+	7
NC_031967.2	80380	82038	+	7
NC_031967.2	82141	82252	+	7
NC_031967.2	82479	82564	+	7
NC_031967.2	82772	84193	+	7
NC_031967.2	84282	84447	+	7
NC_031967.2	84642	87298	+	7
NC_031967.2	84654	87298	+	7
NC_031967.2	87560	88634	+	7
NC_031967.2	88740	89323	+	7
NC_031967.2	89426	89521	+	7
NC_031967.2	89650	90457	+	7
NC_031967.2	90585	90691	+	7
NC_031967.2	90827	94312	+	7
NC_031967.2	94364	94538	+	7
NC_031967.2	94623	94901	+	7
NC_031967.2	95041	96498	+	7
NC_031967.2	96688	97062	+	7
NC_031967.2	97185	97278	+	7
NC_031967.2	97372	97682	+	7
NC_031967.2	97772	100458	+	7
NC_031967.2	100501	100598	+	7
NC_031967.2	100708	100794	+	7
NC_031967.2	100912	101185	+	7
NC_031967.2	101425	101500	+	7
NC_031967.2	101591	102014	+	7
NC_031967.2	102163	102747	+	7
NC_031967.2	102868	102963	+	7
NC_031967.2	103087	103189	+	7
NC_031967.2	103268	103596	+	7
NC_031967.2	103669	103782	+	7
NC_031967.2	103886	104088	+	7
NC_031967.2	104170	104242	+	7
NC_031967.2	104372	104450	+	7
NC_031967.2	104567	104903	+	7
NC_031967.2	105165	106681	+	7
NC_031967.2	106772	107559	+	7
NC_031967.2	107738	107871	+	7
NC_031967.2	107970	108351	+	7
NC_031967.2	108604	108704	+	7
NC_031967.2	108781	110692	+	7
NC_031967.2	111078	111951	-	8
NC_031967.2	112084	112421	-	8
NC_031967.2	112529	113691	-	8
NC_031967.2	113802	113900	-	8
NC_031967.2	114029	114744	-	8
NC_031967.2	114852	114941	-	8
NC_031967.2	114852	115374	-	8
NC_031967.2	114852	115481	-	8
NC_031967.2	115292	115374	-	8
NC_031967.2	115578	115762	-	8
NC_031967.2	115578	115859	-	8
NC_031967.2	127985	128094	+	9
NC_031967.2	132614	133445	+	9
NC_031967.2	132614	133962	+	9
NC_031967.2	133535	133962	+	9
NC_031967.2	136884	137514	+	10
NC_031967.2	137678	137754	+	10
NC_031967.2	137827	138821	+	10
NC_031967.2	138897	139418	+	10
NC_031967.2	139569	139658	+	10
NC_031967.2	139765	139993	+	10
NC_031967.2	147552	147639	-	11
NC_031967.2	147775	149538	-	11
NC_031967.2	149734	149895	-	11
NC_031967.2	150019	151567	-	11
NC_031967.2	151676	152946	-	11
NC_031967.2	153132	153350	-	11
NC_031967.2	153447	153542	-	11
NC_031967.2	153586	154377	-	11
NC_031967.2	154493	154616	-	11
NC_031967.2	154710	159674	-	11
NC_031967.2	159816	161417	-	11
NC_031967.2	169185	175690	+	12
NC_031967.2	175799	179438	+	12
NC_031967.2	179562	181988	+	12
NC_031967.2	179562	190936	+	12
NC_031967.2	182115	185922	+	12
NC_031967.2	182115	190936	+	12
NC_031967.2	186070	190936	+	12
NC_031967.2	191066	191958	+	12
NC_031967.2	192085	193803	+	12
NC_031967.2	193948	194935	+	12
NC_031967.2	195068	197344	+	12
NC_031967.2	197480	199290	+	12
NC_031967.2	199417	199672	+	12
NC_031967.2	199813	201215	+	12
NC_031967.2	201343	201672	+	12
NC_031967.2	201802	202409	+	12
NC_031967.2	208144	208232	-	13
NC_031967.2	208150	208232	-	13
NC_031967.2	208259	210258	-	13
NC_031967.2	208259	212101	-	13
NC_031967.2	210368	212101	-	13
NC_031967.2	212164	212240	-	13
NC_031967.2	212358	213004	-	13
NC_031967.2	213053	213170	-	13
NC_031967.2	213297	213871	-	13
NC_031967.2	214043	214124	-	13
NC_031967.2	214272	215782	-	13
NC_031967.2	214272	216174	-	13
NC_031967.2	215834	216174	-	13
NC_031967.2	218307	221081	-	14
NC_031967.2	222455	226020	+	15
NC_031967.2	225064	226020	+	15
NC_031967.2	226103	226149	+	15
NC_031967.2	226103	226174	+	15
NC_031967.2	226103	226182	+	15
NC_031967.2	226457	228322	+	15
NC_031967.2	228418	228603	+	15
NC_031967.2	228915	229377	+	15
NC_031967.2	229575	229661	+	15
NC_031967.2	229986	230073	+	15
NC_031967.2	230183	230469	+	15
NC_031967.2	230602	232254	+	15
NC_031967.2	232600	232689	+	15
NC_031967.2	232833	233259	+	15
NC_031967.2	233457	233544	+	15
NC_031967.2	233636	233719	+	15
NC_031967.2	233888	233975	+	15
NC_031967.2	234185	234831	+	15
NC_031967.2	234926	235001	+	15
NC_031967.2	235255	237019	+	15
NC_031967.2	237224	237306	+	15
NC_031967.2	237224	237309	+	15
NC_031967.2	237493	237570	+	15
NC_031967.2	237768	237850	+	15
NC_031967.2	238056	238481	+	15
NC_031967.2	238627	238721	+	15
NC_031967.2	238864	239248	+	15
NC_031967.2	239445	240031	+	15
NC_031967.2	240297	240648	+	15
NC_031967.2	241067	241385	+	15
NC_031967.2	241588	241662	+	15
NC_031967.2	241808	241870	+	15
NC_031967.2	241808	241882	+	15
NC_031967.2	242001	242220	+	15
NC_031967.2	242294	244391	+	15
NC_031967.2	244542	244617	+	15
NC_031967.2	244827	244949	+	15
NC_031967.2	244998	245080	+	15
NC_031967.2	245258	246372	+	15
NC_031967.2	246505	246702	+	15
NC_031967.2	246819	246891	+	15
NC_031967.2	246978	247592	+	15
NC_031967.2	249195	250004	+	16
NC_031967.2	250202	250750	+	16
NC_031967.2	250934	251025	+	16
NC_031967.2	251104	253833	+	16
NC_031967.2	268626	268701	-	18
NC_031967.2	268888	268960	-	18
NC_031967.2	269084	271198	-	18
NC_031967.2	271347	271569	-	18
NC_031967.2	271713	272809	-	18
NC_031967.2	272915	273007	-	18
NC_031967.2	273133	273883	-	18
NC_031967.2	274041	274196	-	18
NC_031967.2	274282	274837	-	18
NC_031967.2	274974	275055	-	18
NC_031967.2	275216	275564	-	18
NC_031967.2	275682	275790	-	18
NC_031967.2	275707	275901	+	19
NC_031967.2	275892	275979	-	18
NC_031967.2	276152	276241	-	18
NC_031967.2	276382	278112	-	18
NC_031967.2	278297	278370	-	18
NC_031967.2	278441	278524	-	18
NC_031967.2	278663	279114	-	18
NC_031967.2	279284	279372	-	18
NC_031967.2	279488	280563	-	18
NC_031967.2	335290	335497	-	20
NC_031967.2	335533	335612	-	20
NC_031967.2	335733	335871	-	20
NC_031967.2	336209	336555	-	20
NC_031967.2	348652	348756	+	21
NC_031967.2	349332	349412	+	21
NC_031967.2	354630	354707	-	22
NC_031967.2	354811	354915	-	22
NC_031967.2	354984	357310	-	22
NC_031967.2	357395	357663	-	22
NC_031967.2	361169	361322	-	23
NC_031967.2	361416	361511	-	23
NC_031967.2	399631	400139	-	24
NC_031967.2	425135	425298	-	25
NC_031967.2	429485	429745	-	26
NC_031967.2	429823	429900	-	26
NC_031967.2	430019	430199	-	26
NC_031967.2	432670	433158	-	26
NC_031967.2	433249	436845	-	26
NC_031967.2	436912	437559	-	26
NC_031967.2	437665	438084	-	26
NC_031967.2	438262	438339	-	26
NC_031967.2	438423	438502	-	26
NC_031967.2	438669	438837	-	26
NC_031967.2	439056	439236	-	26
NC_031967.2	440416	440493	-	26
NC_031967.2	440597	440701	-	26
NC_031967.2	440770	445225	-	26
NC_031967.2	445310	445578	-	26
NC_031967.2	462180	462886	-	27
NC_031967.2	462954	466286	-	27
NC_031967.2	466461	482503	-	27
NC_031967.2	482678	484902	-	27
NC_031967.2	485083	487929	-	27
NC_031967.2	488110	491474	-	27
NC_031967.2	491649	494465	-	27
NC_031967.2	504649	504776	-	28
NC_031967.2	585016	589302	-	29
NC_031967.2	606345	606472	-	30
NC_031967.2	606895	607877	-	31
NC_031967.2	607980	608232	-	31
NC_031967.2	608363	608437	-	31
NC_031967.2	608509	610813	-	31
NC_031967.2	642768	642872	+	32
NC_031967.2	643323	643403	+	32
NC_031967.2	645150	645793	-	33
NC_031967.2	645898	646319	-	33
NC_031967.2	646497	646574	-	33
NC_031967.2	646658	646737	-	33
NC_031967.2	646904	647072	-	33
NC_031967.2	647292	647478	-	33
NC_031967.2	681362	681489	-	34
NC_031967.2	765528	784212	+	35
NC_031967.2	784315	789598	+	35
NC_031967.2	789698	790665	+	35
NC_031967.2	790765	790914	+	35
NC_031967.2	791014	792016	+	35
NC_031967.2	792203	794398	+	35
NC_031967.2	794423	795780	+	35
NC_031967.2	795790	796323	+	35
NC_031967.2	796423	796944	+	35
NC_031967.2	797044	798262	+	35
NC_031967.2	798362	798925	+	35
NC_031967.2	799124	799255	+	35
NC_031967.2	799355	800284	+	35
NC_031967.2	800384	800536	+	35
NC_031967.2	800636	800729	+	35
NC_031967.2	800928	802754	+	35
NC_031967.2	802854	803204	+	35
NC_031967.2	803304	803857	+	35
NC_031967.2	804056	804367	+	35
NC_031967.2	804467	804571	+	35
NC_031967.2	804671	804744	+	35
NC_031967.2	804844	805026	+	35
NC_031967.2	805126	805671	+	35
NC_031967.2	805745	808361	+	35
NC_031967.2	808504	808840	+	35
NC_031967.2	808853	809832	+	35
NC_031967.2	809921	810701	+	35
NC_031967.2	810806	811047	+	35
NC_031967.2	811087	812459	+	35
NC_031967.2	812685	813762	+	35
NC_031967.2	813862	814902	+	35
NC_031967.2	815058	815140	+	35
NC_031967.2	815353	815632	+	35
NC_031967.2	815838	815921	+	35
NC_031967.2	816019	816120	+	35
NC_031967.2	816350	816542	+	35
NC_031967.2	816669	816818	+	35
NC_031967.2	816942	818362	+	35
NC_031967.2	818396	818629	+	35
NC_031967.2	818652	820603	+	35
NC_031967.2	822170	823144	+	35
NC_031967.2	825176	825668	+	35
NC_031967.2	825747	825879	+	35
NC_031967.2	826012	826108	+	35
NC_031967.2	826247	826544	+	35
NC_031967.2	826780	827144	+	35
NC_031967.2	827206	840820	+	35
NC_031967.2	827206	841491	+	35
NC_031967.2	829713	829901	+	36
NC_031967.2	838390	838778	+	36
NC_031967.2	840914	841491	+	35
NC_031967.2	841576	841665	+	35
NC_031967.2	841831	842693	+	35
NC_031967.2	842883	843059	+	35
NC_031967.2	843152	844176	+	35
NC_031967.2	850660	851070	-	37
NC_031967.2	851300	851980	-	37,38
NC_031967.2	852076	852166	-	37,38
NC_031967.2	852243	855225	-	38
NC_031967.2	852243	857645	-	37
NC_031967.2	855613	857645	-	38
NC_031967.2	857695	858865	-	37
NC_031967.2	857695	861317	-	38
NC_031967.2	857695	866435	-	37
NC_031967.2	858911	861317	-	37
NC_031967.2	858911	866435	-	37
NC_031967.2	861378	866435	-	37,38
NC_031967.2	866474	868249	-	37
NC_031967.2	866477	868249	-	37,38
NC_031967.2	868293	868406	-	37,38
NC_031967.2	868491	868575	-	37,38
NC_031967.2	868699	869904	-	37,38
NC_031967.2	870000	870609	-	37,38
NC_031967.2	870694	871501	-	37,38
NC_031967.2	871605	877234	-	37,38
NC_031967.2	871605	879035	-	37
